,bm_unit,repd_site_name,repd_lat,repd_long,technology_type,capacity,county,region,development_status
433,T_WHIHW-1,Whiteside Hill,55.35741,-4.02944,Wind Onshore,25.3,Dumfries and Galloway,Scotland,Operational
434,T_WILCT-1,Wilton,54.57663,-1.08069,Wind Onshore,6.6,Cleveland,North East,Application Withdrawn
435,T_WILCT-1,Wilton 11 EfW,54.56735,-1.09673,EfW Incineration,49.0,Cleveland,North East,Operational
436,T_WILCT-1,Wilton Centre (Waste AD),54.56735,-1.09673,Anaerobic Digestion,5.1,Cleveland,North East,Planning Permission Expired
437,T_WILCT-1,Wilton International,54.56735,-1.09673,Biomass (dedicated),35.2,Cleveland,North East,Operational
438,T_WDRGW-1,Windy Rig Wind Farm,55.27467,-4.17856,Wind Onshore,43.0,Dumfries and Galloway,Scotland,Revised
439,T_WDRGW-1,Windy Rig Wind Farm,55.27467,-4.17856,Wind Onshore,43.0,Dumfries and Galloway,Scotland,Operational
440,2__PSTAT001,Windy Rig Wind Farm,55.27467,-4.17856,Wind Onshore,43.0,Dumfries and Galloway,Scotland,Revised
441,2__PSTAT001,Windy Rig Wind Farm,55.27467,-4.17856,Wind Onshore,43.0,Dumfries and Galloway,Scotland,Operational
442,T_WDRGW-1,Windy Rig Wind Farm,55.27467,-4.17856,Wind Onshore,43.0,Dumfries and Galloway,Scotland,Revised
443,T_WDRGW-1,Windy Rig Wind Farm,55.27467,-4.17856,Wind Onshore,43.0,Dumfries and Galloway,Scotland,Operational
444,T_WISTW-2,Windy Standard III Wind Farm (Brockloch Rig Phase 2),55.27641,-4.24171,Wind Onshore,87.6,Dumfries and Galloway,Scotland,Under Construction
